Role,Company,Industry,Location,Job URL,Status,Apply Date,Deadline,Interview Date,HR Contact,Contact Email,Needs Review,Gmail Link,Match Key,Thread ID,Last Updated,Parser Confidence,Raw Status,Last Message ID,Last Gmail Message Date

